PolicyholderNumber,FirstPartyVehicleNumber,PolicyholderOccupation,FirstPolicySubscriptionDate,FirstPartyVehicleType,PolicyholderPostCode,PolicyWasSubscribedOnInternet,NumberOfPoliciesOfPolicyholder,FpVehicleAgeMonths,PolicyHolderAge,FirstPartyLiability,ReferenceId,ThirdPartyVehicleNumber,InsurerNotes,LossDate,ClaimCause,ClaimInvolvedCovers,DamageImportance,ConnectionBetweenParties,LossPostCode,EasinessToStage,ClaimWithoutIdentifiedThirdParty,ClaimAmount,LossHour,NumberOfBodilyInjuries,Fraud
PH005164,V63429,Teacher,2020-12-17,Motorcycle,55306,0,1,46,25,0.5309201826971272,REF005164,V57484,Theft reported,2019-02-09,Fire,Liability,4,No,33515,0.4302869291084642,0,18622.202266322773,2,0,0.0
PH001134,V26547,Doctor,2019-10-16,Van,78440,0,1,159,26,0.4009502354594584,REF001134,V10410,Total loss,2019-11-27,Natural Disaster,Comprehensive,9,No,59635,0.08962773017689318,0,31251.290811204693,5,0,0.0
PH009477,V97750,Other,2016-12-30,Van,15155,0,1,107,42,0.6692494365912112,REF009477,V91405,Minor damage,2020-08-26,Accident,Comprehensive,3,No,74206,0.36052782258341753,0,5809.835223647764,21,3,0.0
PH003637,V84498,Lawyer,2010-09-03,Car,37553,0,1,196,36,0.7940596952383147,REF003637,V43977,Theft reported,2020-03-30,Fire,Liability,6,No,36666,0.47722186724142046,0,9829.156305364635,12,1,0.0
PH008769,V29655,Doctor,2013-02-06,Motorcycle,29600,0,1,193,66,0.7384366705418066,REF008769,V39960,Theft reported,2019-07-11,Vandalism,Comprehensive,7,No,47798,0.23904536537773502,0,45413.49372257724,5,0,0.0
PH001419,V16868,Lawyer,2015-01-23,Truck,56408,1,1,237,64,0.7893983832227174,REF001419,V26264,Minor damage,2019-06-22,Accident,Collision,4,No,11841,0.9423560944609335,0,48320.383213881745,16,0,0.0
PH005880,V95179,Lawyer,2012-11-06,Van,92473,1,4,185,21,0.5188106323017453,REF005880,V65744,Total loss,2020-05-14,Natural Disaster,Medical,4,No,38491,0.0066185815039701,0,41154.89104836829,17,0,0.0
PH005404,V73813,Engineer,2011-12-24,Car,75075,0,3,8,57,0.8247602920696936,REF005404,V98209,Theft reported,2019-05-29,Theft,Medical,4,No,34843,0.2683564214995433,0,23392.21203404922,4,0,0.0
PH005593,V23143,Engineer,2019-08-26,Truck,80184,1,2,231,55,0.5726501392884272,REF005593,V26260,Total loss,2020-10-29,Natural Disaster,Collision,5,No,66951,0.9018596543698686,0,41173.74745142709,5,0,0.0
PH003739,V39937,Lawyer,2018-05-10,Truck,44604,0,1,86,77,0.37802591647249084,REF003739,V49089,Minor damage,2020-05-28,Natural Disaster,Collision,4,No,97094,0.8378075805282286,0,40997.42669061581,3,0,0.0
PH005224,V49936,Doctor,2016-04-29,Van,89942,0,1,173,42,0.8233934305202234,REF005224,V17144,Partial damage,2020-06-23,Vandalism,Liability,1,Yes,61255,0.03690253549839617,0,35606.61957431102,3,1,0.0
PH009386,V79246,Lawyer,2013-06-14,Car,58232,0,2,83,55,0.4523696855483105,REF009386,V60990,Theft reported,2019-01-05,Fire,Liability,2,No,95327,0.3548273866498507,0,43847.208124877965,19,0,0.0
PH007887,V38369,Teacher,2016-04-11,Truck,62633,0,1,6,78,0.5449199087497794,REF007887,V64386,Total loss,2019-09-12,Vandalism,Medical,5,No,45707,0.510474907827038,0,22693.4109169486,14,1,0.0
PH005110,V24860,Other,2010-10-06,SUV,93172,0,1,102,67,0.8921579043591401,REF005110,V29331,Theft reported,2019-05-20,Theft,Liability,7,No,66114,0.8587495605909571,0,23303.002524371805,15,1,0.0
PH005380,V23529,Engineer,2014-02-25,SUV,12978,0,1,94,23,0.6531355796527378,REF005380,V47726,Total loss,2020-11-20,Vandalism,Medical,9,No,24514,0.4403943589689364,0,14706.876903205895,10,0,0.0
PH005722,V47655,Lawyer,2011-08-14,Motorcycle,43264,1,1,27,66,0.8058265984410063,REF005722,V80481,Partial damage,2019-08-02,Vandalism,Liability,1,No,75093,0.944042859046554,0,16922.339175224886,7,0,0.0
PH002815,V80206,Lawyer,2012-12-27,Truck,49939,1,2,46,76,0.3199439835346361,REF002815,V47022,Theft reported,2020-08-24,Natural Disaster,Medical,8,No,89091,0.5215483659783746,0,21686.167243150474,19,0,0.0
PH000795,V41963,Business,2010-01-14,Motorcycle,41305,0,2,230,58,0.5222026363208261,REF000795,V51676,Theft reported,2020-04-19,Theft,Liability,7,No,38705,0.07652042711088203,1,33908.59866175821,7,0,0.0
PH004848,V76628,Engineer,2018-03-22,Truck,94130,1,3,141,71,0.7673207570273274,REF004848,V86832,Total loss,2020-11-02,Accident,Comprehensive,5,No,27168,0.39065146790064575,0,42879.417171633184,4,0,0.0
PH008496,V18481,Doctor,2012-10-02,Van,63706,0,1,232,20,0.41374146685548474,REF008496,V85233,Total loss,2020-02-07,Fire,Collision,8,No,10063,0.8746722701848103,0,23973.729683098405,6,0,0.0
PH007864,V17818,Other,2013-04-05,Van,32690,0,1,192,53,0.21549186642887266,REF007864,V16879,Total loss,2020-12-23,Accident,Comprehensive,2,No,65962,0.1698296450682728,0,34580.545346019186,5,1,0.0
PH008723,V98022,Business,2011-10-17,Truck,52941,0,2,211,26,0.7909211405558033,REF008723,V42606,Theft reported,2019-12-21,Theft,Comprehensive,3,No,17607,0.8052834272010052,0,27687.608847059935,0,1,0.0
PH009616,V17857,Other,2013-07-29,Truck,36048,0,1,137,44,0.3337631188333712,REF009616,V42450,Total loss,2020-02-26,Natural Disaster,Liability,3,No,14508,0.8916878182703089,0,16837.058531173105,18,0,0.0
PH004577,V14944,Other,2012-05-24,SUV,26737,0,1,216,23,0.22044682556446668,REF004577,V46511,Minor damage,2019-11-29,Accident,Comprehensive,2,No,99810,0.32544885468636797,0,3885.8044277260824,16,0,0.0
PH001677,V55793,Other,2017-01-03,Van,66699,0,1,18,44,0.4135980256563141,REF001677,V73324,Theft reported,2019-10-28,Natural Disaster,Comprehensive,7,No,48185,0.4346243428031523,0,35448.042268892845,2,0,0.0
PH004022,V33010,Business,2012-01-09,Motorcycle,99418,0,1,205,24,0.8447724056988228,REF004022,V82955,Theft reported,2020-11-16,Theft,Collision,4,No,44421,0.2023928042658123,0,43044.36386637361,13,0,0.0
PH000566,V22240,Business,2019-12-21,Car,76219,0,1,46,18,0.2079939356467751,REF000566,V37063,Total loss,2019-11-29,Natural Disaster,Liability,6,Yes,20327,0.32474161792714307,0,12682.851977677281,15,0,0.0
PH007367,V65183,Doctor,2011-05-19,Van,12253,0,1,202,53,0.31659708396907116,REF007367,V98784,Total loss,2019-12-03,Natural Disaster,Collision,1,Yes,72607,0.8891658832667253,1,4979.548287222017,17,1,0.0
PH009403,V67177,Other,2018-05-17,SUV,17174,0,2,101,19,0.8162251188825494,REF009403,V27023,Total loss,2019-06-29,Fire,Liability,7,Yes,79900,0.2561043691288871,0,15287.87295787092,8,0,0.0
PH006404,V95561,Teacher,2014-06-08,Truck,64320,0,3,118,60,0.2969774387237155,REF006404,V82844,Minor damage,2019-02-04,Accident,Comprehensive,9,No,48741,0.3099384655052585,0,11849.69239156114,4,0,0.0
PH004047,V78982,Lawyer,2019-09-24,Truck,27270,1,3,141,75,0.39167905018701255,REF004047,V40496,Theft reported,2020-08-19,Accident,Medical,6,No,21494,0.3459299124309625,0,43566.95374674073,9,0,0.0
PH006080,V54815,Business,2013-09-21,Motorcycle,81755,0,1,215,23,0.271447299996173,REF006080,V19078,Minor damage,2020-03-14,Fire,Medical,4,No,85358,0.3469331430972563,0,34489.79136380644,15,0,0.0
PH009659,V65796,Other,2018-07-27,Van,61837,0,1,33,65,0.540073640299288,REF009659,V45305,Theft reported,2019-12-18,Natural Disaster,Medical,5,No,55090,0.4926404835060899,0,42240.58850815146,14,0,0.0
PH005632,V36438,Doctor,2019-08-18,Van,53394,0,1,72,50,0.7077642982750383,REF005632,V38969,Theft reported,2020-12-18,Theft,Collision,9,No,38996,0.5379283243352323,0,45156.89736507939,7,0,0.0
PH007387,V13578,Engineer,2012-09-25,Van,80003,0,1,194,18,0.1319864084445885,REF007387,V35168,Theft reported,2019-08-15,Theft,Liability,8,No,70879,0.5067180540047718,0,34227.99173750875,1,1,0.0
PH003036,V45825,Other,2016-12-02,Car,61622,1,3,67,75,0.5682975944148249,REF003036,V25913,Minor damage,2019-12-06,Fire,Medical,9,No,15076,0.5074797178169516,1,17539.697269045253,10,0,0.0
PH001782,V96057,Lawyer,2020-10-13,SUV,99839,0,1,155,73,0.33215732894943584,REF001782,V98907,Total loss,2020-03-14,Accident,Comprehensive,8,No,97669,0.3546322313710637,0,43622.37705576349,11,0,0.0
PH007250,V26718,Lawyer,2015-05-12,Van,44016,0,1,198,74,0.17434277985299634,REF007250,V91735,Total loss,2020-01-06,Accident,Comprehensive,8,No,12210,0.32128527913560345,1,15570.934642509415,13,0,0.0
PH003243,V21253,Lawyer,2011-10-24,Van,73196,0,3,127,28,0.6163537621410036,REF003243,V53536,Total loss,2020-01-31,Vandalism,Comprehensive,2,No,52183,0.31333751048043756,0,7892.273884299513,1,1,0.0
PH000532,V97153,Teacher,2012-05-01,Van,21718,1,3,218,18,0.4129258165961449,REF000532,V82470,Partial damage,2020-11-28,Natural Disaster,Comprehensive,4,No,32703,0.49173319939114557,0,32541.09754368754,17,0,0.0
PH005524,V66224,Business,2020-06-14,Van,71032,1,2,154,60,0.8638035409210351,REF005524,V12977,Theft reported,2020-07-26,Vandalism,Liability,5,No,46624,0.28860597264190413,0,37650.03841142511,0,0,0.0
PH003706,V78551,Doctor,2017-02-06,Van,17825,0,2,168,27,0.4030795218071641,REF003706,V28423,Total loss,2020-07-23,Vandalism,Medical,5,No,60751,0.8288554924470584,0,17834.199528925645,17,0,0.0
PH008643,V32253,Doctor,2016-07-27,Van,58860,0,1,19,37,0.681023142459654,REF008643,V86561,Partial damage,2020-09-22,Natural Disaster,Collision,3,No,94313,0.9389246005904381,0,953.9177479382281,10,0,0.0
PH001407,V24408,Doctor,2013-04-27,Motorcycle,77426,0,2,37,31,0.6582011543774924,REF001407,V63127,Total loss,2020-04-25,Accident,Comprehensive,4,No,61315,0.3719461511160179,0,24865.722754495997,21,0,0.0
PH004409,V63674,Engineer,2012-06-02,Car,85048,0,1,144,18,0.7355850426689767,REF004409,V79528,Partial damage,2020-11-18,Accident,Collision,8,No,81302,0.8867217438512023,0,42535.49689958932,11,0,0.0
PH008831,V24000,Business,2011-09-09,SUV,12256,0,1,71,70,0.5664422662746162,REF008831,V76127,Minor damage,2019-10-10,Natural Disaster,Liability,2,No,25811,0.05291885945876906,0,12252.727547216138,15,0,0.0
PH008407,V85989,Lawyer,2014-01-31,Van,19946,0,2,156,75,0.3881395385396854,REF008407,V72688,Partial damage,2019-09-09,Accident,Collision,2,Yes,96400,0.07432280323031626,0,10216.108661436328,10,1,0.0
PH004059,V30644,Other,2015-07-05,Truck,62504,1,1,134,35,0.3591144472300637,REF004059,V39878,Minor damage,2020-11-19,Fire,Medical,1,No,17948,0.13219847595840117,1,45512.45334910854,0,0,0.0
PH003862,V25825,Lawyer,2015-09-06,SUV,95667,1,1,173,41,0.3115531752031092,REF003862,V67482,Theft reported,2019-03-25,Theft,Comprehensive,9,Yes,49410,0.02080555611289303,0,27689.141187763867,16,0,0.0
PH007136,V90863,Doctor,2015-09-05,Truck,40564,0,1,237,65,0.738776087550306,REF007136,V18536,Partial damage,2020-07-23,Theft,Liability,3,No,96856,0.8645410862699473,1,23609.937343768986,20,2,0.0
PH005173,V98250,Engineer,2014-07-15,Motorcycle,44699,0,2,6,61,0.22338800707703108,REF005173,V40156,Partial damage,2019-04-30,Vandalism,Comprehensive,8,No,86198,0.387066475496775,0,41614.63195725118,3,0,0.0
PH004278,V52746,Lawyer,2013-05-24,Motorcycle,40643,1,4,154,23,0.18138339348235535,REF004278,V33385,Total loss,2020-02-14,Accident,Comprehensive,1,No,76426,0.6928229147749824,0,35236.73899735112,10,3,0.0
PH004799,V83183,Doctor,2017-06-04,Truck,88759,0,1,50,42,0.10189711756351266,REF004799,V83419,Minor damage,2019-07-10,Accident,Comprehensive,4,No,26485,0.4383348931381106,0,14930.704695485567,3,0,0.0
PH002913,V18908,Engineer,2014-08-13,SUV,32415,0,1,225,29,0.7904252045326704,REF002913,V89599,Minor damage,2020-10-12,Fire,Medical,7,No,67232,0.6142975681696273,1,46740.237861912785,5,0,0.0
PH002391,V13492,Engineer,2020-03-07,Car,78466,0,2,78,20,0.710374491968036,REF002391,V75821,Partial damage,2019-06-20,Accident,Collision,6,No,58617,0.9433894732989861,0,670.5075677407789,23,0,0.0
PH000893,V43092,Teacher,2010-04-15,Car,50727,0,1,139,64,0.6777214142091217,REF000893,V85552,Partial damage,2020-06-18,Natural Disaster,Collision,7,No,24695,0.2470391565473945,0,39771.65870671088,22,0,0.0
PH008523,V24160,Doctor,2011-09-19,Van,73490,1,1,126,61,0.6459342663666505,REF008523,V35145,Partial damage,2020-03-19,Natural Disaster,Comprehensive,6,No,31876,0.9392561826355477,0,13673.87511980152,0,0,0.0
PH000191,V26483,Engineer,2015-07-12,SUV,87762,0,2,69,41,0.6485830116711668,REF000191,V17928,Theft reported,2020-07-24,Theft,Collision,3,No,70089,0.12267224404595578,0,45283.19597810678,10,1,0.0
PH005677,V10609,Other,2012-02-16,SUV,98613,0,1,109,62,0.8168617629869501,REF005677,V59068,Minor damage,2019-02-28,Theft,Collision,3,No,77303,0.31645301372246293,0,45757.21918656826,1,0,0.0
PH005478,V76952,Lawyer,2010-10-31,Motorcycle,87413,0,1,218,18,0.8164548910021878,REF005478,V74858,Partial damage,2019-08-18,Vandalism,Medical,7,No,69912,0.5448765623891163,0,4725.943619800185,12,0,0.0
PH003413,V14224,Engineer,2018-01-03,Car,83497,1,2,151,73,0.6147525772450426,REF003413,V44243,Theft reported,2020-10-06,Fire,Comprehensive,8,No,52436,0.17978555870511526,0,12415.324228519697,19,0,0.0
PH007032,V22878,Doctor,2020-05-24,Truck,65813,1,1,198,31,0.4119938902028185,REF007032,V88660,Total loss,2020-03-20,Theft,Comprehensive,8,No,73367,0.4260117535433344,0,9603.065250742866,17,0,0.0
PH001665,V50668,Doctor,2018-04-01,Van,17575,0,1,82,25,0.5384916345703198,REF001665,V74947,Partial damage,2020-07-29,Theft,Collision,5,No,24295,0.10893277613170371,0,2746.740659015662,4,0,0.0
PH006701,V63066,Lawyer,2020-07-02,Motorcycle,24905,1,2,71,78,0.4863581549228967,REF006701,V85885,Partial damage,2019-10-22,Natural Disaster,Liability,1,No,64580,0.900126253509043,1,8268.869932249458,1,2,0.0
PH009418,V96108,Teacher,2013-01-07,Van,83299,1,1,43,76,0.45673916880360377,REF009418,V50565,Partial damage,2019-05-18,Accident,Collision,6,No,97270,0.03147096266356786,0,37743.859303312325,19,1,0.0
PH000241,V85525,Teacher,2011-12-17,Truck,69417,0,1,104,57,0.46123670783126836,REF000241,V53072,Theft reported,2019-01-03,Accident,Collision,4,No,10619,0.4360446674273668,0,35621.840939621645,23,3,0.0
PH004393,V43903,Doctor,2012-01-12,SUV,41586,1,3,6,63,0.1624765199594892,REF004393,V74315,Partial damage,2020-02-15,Fire,Medical,7,No,86119,0.7540454759980715,0,42729.10065712798,23,0,0.0
PH006252,V94115,Lawyer,2010-10-11,Truck,24201,0,1,81,57,0.7226117645648579,REF006252,V28690,Total loss,2019-05-24,Theft,Liability,6,No,42627,0.8305409466414878,0,43351.213410474906,10,2,0.0
PH002932,V63914,Teacher,2013-04-25,Van,18146,0,3,103,19,0.8914189876150534,REF002932,V79533,Partial damage,2019-01-02,Natural Disaster,Medical,3,No,61974,0.9701709804099056,0,3872.7306594917354,23,0,0.0
PH006649,V29917,Lawyer,2017-10-12,Motorcycle,73076,1,2,79,34,0.7536577210371651,REF006649,V68004,Theft reported,2020-09-14,Natural Disaster,Collision,1,No,68682,0.3412105199906671,0,34371.69501490656,11,0,0.0
PH001576,V16895,Teacher,2017-02-01,SUV,68959,1,1,181,49,0.8380391152167966,REF001576,V87635,Theft reported,2019-12-26,Theft,Liability,2,No,98804,0.26196636380654736,0,17781.391448232593,8,0,0.0
PH007003,V64246,Doctor,2010-03-03,SUV,62133,1,1,164,36,0.7960929502178369,REF007003,V61107,Minor damage,2020-03-01,Accident,Liability,2,No,64492,0.5748286117202951,0,18472.167417868066,2,2,0.0
PH000959,V35928,Business,2015-12-19,Motorcycle,42544,1,1,17,19,0.13601076764896744,REF000959,V31281,Theft reported,2019-01-20,Accident,Collision,4,No,77041,0.6774770920010171,0,21960.200370484068,18,1,0.0
PH005325,V81233,Business,2020-08-17,SUV,86022,0,2,7,33,0.8790676011288875,REF005325,V62525,Partial damage,2019-07-21,Fire,Collision,8,No,54680,0.7666168082048158,0,45619.06201865509,11,0,0.0
PH001911,V15020,Doctor,2018-06-28,SUV,71794,1,3,174,65,0.6123546981937278,REF001911,V54944,Partial damage,2020-02-26,Natural Disaster,Liability,9,No,22356,0.4443522974606231,0,15589.275242520684,22,0,0.0
PH005437,V63857,Lawyer,2012-02-09,Van,37933,0,1,37,54,0.24321086070417286,REF005437,V47209,Partial damage,2019-12-16,Theft,Comprehensive,5,Yes,77642,0.7858408046114042,0,19663.446812910814,9,0,0.0
PH009498,V67870,Engineer,2014-03-10,SUV,77665,0,3,228,22,0.6221881687620697,REF009498,V56585,Theft reported,2020-11-02,Vandalism,Medical,5,No,47409,0.22893319889505626,0,19700.6231584795,15,0,0.0
PH005212,V82551,Lawyer,2018-04-23,SUV,62814,0,2,198,56,0.7277479708756734,REF005212,V26874,Theft reported,2019-04-20,Theft,Medical,5,No,27483,0.6045760516595604,0,36037.87786643449,6,0,0.0
PH005296,V57020,Engineer,2016-01-28,Car,18612,0,2,155,51,0.6589110762852998,REF005296,V26522,Partial damage,2019-08-24,Theft,Liability,2,No,77900,0.8251405278910999,0,8624.85347409991,20,1,0.0
PH005819,V62506,Doctor,2012-12-04,Motorcycle,79848,0,2,199,30,0.4629410405021228,REF005819,V76787,Minor damage,2020-02-22,Vandalism,Medical,7,No,69151,0.6538424870784126,0,8969.054613878343,15,0,0.0
PH006305,V85571,Teacher,2020-02-20,Van,86620,1,1,137,53,0.47558345678199654,REF006305,V69258,Minor damage,2020-07-14,Theft,Collision,7,No,27176,0.5675093634280758,0,16287.0662933936,2,1,0.0
PH003717,V45649,Doctor,2018-06-06,Car,71110,0,1,76,45,0.7490175498286923,REF003717,V79226,Minor damage,2020-02-22,Theft,Comprehensive,3,No,90485,0.6084720716725512,0,23672.510558696093,20,1,0.0
PH007282,V64687,Business,2012-06-04,Van,83706,1,1,123,43,0.4775132304111135,REF007282,V42204,Partial damage,2019-05-09,Accident,Liability,5,No,68088,0.892767317187139,0,42918.666687363446,13,3,0.0
PH007011,V78825,Engineer,2011-06-25,Truck,29883,0,1,178,44,0.8655686930874344,REF007011,V42266,Theft reported,2020-07-15,Fire,Liability,9,Yes,17985,0.9307587441153878,0,31820.790241162234,9,0,0.0
PH002779,V55143,Teacher,2013-10-09,Van,78568,0,2,235,73,0.82952752830082,REF002779,V81260,Partial damage,2019-12-04,Accident,Comprehensive,4,Yes,38598,0.3146127637946795,0,39210.85718244865,23,1,0.0
PH000187,V21226,Engineer,2016-09-06,Motorcycle,24099,1,2,127,73,0.337845496384243,REF000187,V34369,Theft reported,2019-03-12,Fire,Liability,8,No,61538,0.40434071741454913,0,36014.747842436656,3,0,0.0
PH009960,V10268,Other,2015-06-17,Motorcycle,58263,0,1,82,20,0.5532989215844734,REF009960,V30849,Minor damage,2019-10-09,Natural Disaster,Medical,7,No,48224,0.9767539070204885,1,36274.18258276093,10,0,0.0
PH009557,V17577,Doctor,2015-12-01,Van,71833,0,1,111,76,0.6071680987984874,REF009557,V22199,Partial damage,2020-12-23,Natural Disaster,Comprehensive,5,No,49319,0.08789995210122181,1,44950.872907154146,16,0,0.0
PH001488,V50963,Business,2011-10-19,Van,75841,1,1,209,45,0.16343773554621147,REF001488,V19746,Minor damage,2020-09-30,Vandalism,Comprehensive,4,No,88861,0.08353940596316378,0,41968.04998966737,8,0,0.0
PH000028,V87236,Engineer,2016-09-09,Motorcycle,18652,1,1,233,35,0.40782699068061845,REF000028,V98103,Partial damage,2019-07-24,Vandalism,Liability,1,No,79897,0.583623200634983,0,15004.77159443652,19,0,1.0
PH002069,V93560,Lawyer,2014-02-10,Van,43783,1,2,17,41,0.6277264684478308,REF002069,V19443,Minor damage,2019-01-25,Vandalism,Medical,3,No,20276,0.465461615862386,0,23955.03433794471,7,0,0.0
PH002257,V89516,Teacher,2017-12-02,Truck,26387,0,1,234,23,0.3597257874930079,REF002257,V58717,Minor damage,2020-05-25,Fire,Comprehensive,1,No,61568,0.6712467782141617,0,5437.316411384917,2,0,0.0
PH007901,V29525,Other,2015-06-14,Car,89707,1,1,201,36,0.8786091370766741,REF007901,V86229,Total loss,2019-05-24,Theft,Comprehensive,8,No,50891,0.5737897680964449,0,24972.305552104142,3,4,0.0
PH004877,V78417,Other,2018-02-14,SUV,78833,1,1,28,60,0.14065725126310522,REF004877,V72055,Minor damage,2020-01-02,Accident,Medical,8,No,66411,0.7319483803144688,0,47017.897637901646,4,0,0.0
PH004364,V36309,Doctor,2020-09-20,Car,55777,1,3,103,29,0.7811357305754913,REF004364,V96655,Theft reported,2020-07-23,Fire,Medical,7,No,39930,0.4208506587443144,0,44313.46058099968,0,0,0.0
PH001271,V85965,Engineer,2016-09-26,Van,63164,0,3,109,53,0.10750256791510325,REF001271,V75847,Theft reported,2019-05-01,Theft,Medical,3,No,22104,0.42669513059244557,0,14199.67454945966,5,0,0.0
PH005858,V43330,Business,2014-12-16,SUV,47236,1,1,44,75,0.447415707638667,REF005858,V89970,Minor damage,2019-05-01,Theft,Liability,2,No,64789,0.009816289416680557,0,44478.08234755577,4,0,0.0
PH002765,V38972,Doctor,2017-09-11,Motorcycle,80224,0,1,67,69,0.27252833317885666,REF002765,V82470,Total loss,2019-06-28,Natural Disaster,Medical,2,No,90912,0.16127412253486617,0,12646.571464584775,10,0,0.0
PH002559,V34405,Lawyer,2016-11-02,Motorcycle,11903,1,1,45,37,0.38709216425936777,REF002559,V93320,Total loss,2020-06-08,Theft,Collision,8,No,51893,0.12167312042745482,1,15393.981905981589,22,2,0.0
PH004098,V32005,Lawyer,2018-01-15,Car,33068,0,2,225,45,0.4255782820414983,REF004098,V71693,Theft reported,2020-05-08,Accident,Liability,8,No,97125,0.779465423731893,0,48551.388939557786,4,1,0.0
PH003643,V71736,Engineer,2012-02-24,Motorcycle,51961,1,1,82,69,0.45014549051440444,REF003643,V86610,Partial damage,2020-08-09,Accident,Medical,7,No,41567,0.24241786663094655,0,28282.48459810678,13,0,0.0
PH007698,V75161,Teacher,2011-12-18,SUV,89619,0,1,212,25,0.7752885955278651,REF007698,V87704,Theft reported,2020-06-28,Theft,Collision,5,No,75256,0.9361924416339229,0,10084.373181249057,13,0,0.0
PH009693,V77264,Doctor,2016-05-28,Truck,36025,0,2,228,34,0.4013838881166579,REF009693,V24760,Minor damage,2019-06-26,Natural Disaster,Liability,4,No,61466,0.7456187109666518,0,16027.254365420731,1,0,0.0
PH004082,V14244,Other,2018-12-04,Car,22016,1,1,59,74,0.3952817117799128,REF004082,V58674,Minor damage,2020-07-17,Natural Disaster,Comprehensive,5,No,68026,0.5247592539047683,0,30170.048715165016,8,2,0.0
PH006161,V17871,Doctor,2018-02-11,SUV,63420,0,1,80,22,0.3301148965488073,REF006161,V42636,Minor damage,2019-11-24,Fire,Collision,1,No,75769,0.06413053823001724,1,6878.966557714669,7,0,0.0
PH005102,V94182,Other,2017-02-09,Motorcycle,42223,1,1,114,20,0.26374497388219914,REF005102,V28541,Minor damage,2020-09-06,Fire,Liability,5,No,29192,0.13689459478556842,0,20633.54320314089,12,2,0.0
